site_name,latitude,longitude,site_type,population,state,source_sheet
face to face,10.82614,13.45817,Returnees,Returnees,Adamawa,Data
face to face,10.81083,13.45584,Returnees,Returnees,Adamawa,Data
face to face,10.81325,13.46234,Returnees,Returnees,Adamawa,Data
face to face,10.80526,13.45183,Returnees,Returnees,Adamawa,Data
face to face,10.86612,13.51719,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,10.867749,13.517143,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,10.8758,13.54101,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,10.85206,13.50207,Returnees,Returnees,Adamawa,Data
face to face,10.788169,13.359448,Returnees,Returnees,Adamawa,Data
face to face,10.7821,13.35566,Returnees,Returnees,Adamawa,Data
face to face,10.7824,13.35568,Returnees,Returnees,Adamawa,Data
face to face,10.78503,13.3566,Returnees,Returnees,Adamawa,Data
face to face,10.78331,13.35757,Returnees,Returnees,Adamawa,Data
face to face,10.89521,13.62096,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,10.89229,13.62953,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,10.88448,13.632444,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,10.8899,13.61399,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,10.88529,13.68299,Returnees,Returnees,Adamawa,Data
face to face,10.88494,13.63353,Returnees,Returnees,Adamawa,Data
face to face,10.8889,13.63244,Returnees,Returnees,Adamawa,Data
face to face,10.89303,13.62145,Returnees,Returnees,Adamawa,Data
face to face,10.89417,13.6225,Returnees,Returnees,Adamawa,Data
face to face,10.69721,13.51785,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,10.76136,13.49989,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,10.68649,13.54618,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,10.73628,13.48541,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,10.73892,13.48234,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,10.76135,13.49135,Returnees,Returnees,Adamawa,Data
face to face,10.70324,13.5127,Returnees,Returnees,Adamawa,Data
face to face,10.78628,13.48543,Returnees,Returnees,Adamawa,Data
face to face,10.73894,13.48236,Returnees,Returnees,Adamawa,Data
face to face,10.72618,13.48205,Returnees,Returnees,Adamawa,Data
face to face,10.87475,13.55765,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,10.75935,13.56303,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,10.87575,13.54105,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,10.75575,13.51245,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,10.7735,13.56294,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,10.847925,13.560717,Returnees,Returnees,Adamawa,Data
face to face,10.7975,13.57245,Returnees,Returnees,Adamawa,Data
face to face,10.78036,13.5635,Returnees,Returnees,Adamawa,Data
face to face,10.7404,13.57038,Returnees,Returnees,Adamawa,Data
face to face,10.83743,13.55821,Returnees,Returnees,Adamawa,Data
face to face,10.926473,13.647573,Returnees,Returnees,Adamawa,Data
face to face,10.73893,13.48235,Returnees,Returnees,Adamawa,Data
face to face,10.92256,13.64636,Returnees,Returnees,Adamawa,Data
face to face,10.918954,13.646705,Returnees,Returnees,Adamawa,Data
face to face,10.927028,13.647679,Returnees,Returnees,Adamawa,Data
face to face,10.79257,13.57781,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,10.79193,13.5753,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,10.798271,13.559835,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,10.8015,13.59855,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,10.80177,13.59375,Returnees,Returnees,Adamawa,Data
face to face,10.8017,13.59355,Returnees,Returnees,Adamawa,Data
face to face,10.791332,13.561988,Returnees,Returnees,Adamawa,Data
face to face,10.7925,13.5778,Returnees,Returnees,Adamawa,Data
face to face,10.796308,13.594189,Returnees,Returnees,Adamawa,Data
face to face,9.66088,13.22511,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,9.65807,13.22387,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,9.655277,13.2264,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,9.65806,13.22386,Returnees,Returnees,Adamawa,Data
face to face,9.63999,13.21916,Returnees,Returnees,Adamawa,Data
face to face,9.65465,13.22834,Returnees,Returnees,Adamawa,Data
remotely  phone call,10.12371,13.15357,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,10.12414,13.15158,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,10.12415,13.15156,Returnees,Returnees,Adamawa,Data
face to face,10.12372,13.15356,Returnees,Returnees,Adamawa,Data
remotely  phone call,9.65055,13.10143,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
remotely  phone call,9.652131,13.101048,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,9.64207,13.10216,Returnees,Returnees,Adamawa,Data
face to face,9.65054,13.10142,Returnees,Returnees,Adamawa,Data
face to face,9.65051,13.10478,Returnees,Returnees,Adamawa,Data
face to face,9.65052,13.10479,IDPs,IDPs Resettled,Adamawa,Data
face to face,10.01312,13.20889,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,10.016326,13.210149,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,9.88756,13.20515,Returnees,Returnees,Adamawa,Data
face to face,10.01372,13.20995,Returnees,Returnees,Adamawa,Data
face to face,10.01332,13.20829,Returnees,Returnees,Adamawa,Data
face to face,10.02117,13.20737,Returnees,Returnees,Adamawa,Data
face to face,10.017559,13.098371,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,10.03752,13.13376,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,10.01804,13.1058,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,10.03545,13.13382,Returnees,Returnees,Adamawa,Data
face to face,10.01803,13.10587,Returnees,Returnees,Adamawa,Data
face to face,10.03751,13.13374,Returnees,Returnees,Adamawa,Data
remotely  phone call,10.06564,13.18017,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,10.06015,13.18399,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,10.062687,13.187042,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,10.05789,13.17999,Returnees,Returnees,Adamawa,Data
face to face,10.06566,13.18019,Returnees,Returnees,Adamawa,Data
face to face,10.06013,13.18397,Returnees,Returnees,Adamawa,Data
remotely  phone call,10.01313,13.20888,IDPs,Integrated,Adamawa,Data
face to face,10.11561,13.21763,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,10.11091,13.21689,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,9.9912,13.21452,Returnees,Returnees,Adamawa,Data
face to face,10.06504,13.18124,Returnees,Returnees,Adamawa,Data
face to face,10.11307,13.21741,Returnees,Returnees,Adamawa,Data
face to face,9.88785,13.20109,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,9.88754,13.20517,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,9.914541,13.233805,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,9.88756,13.20515,Returnees,Returnees,Adamawa,Data
face to face,9.89114,13.20045,Returnees,Returnees,Adamawa,Data
face to face,9.91298,13.23593,Returnees,Returnees,Adamawa,Data
face to face,9.91296,13.23591,IDPs,IDPs Resettled,Adamawa,Data
face to face,9.75364,13.24896,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,9.75193,13.24783,Returnees,Returnees,Adamawa,Data
face to face,9.75362,13.2489,Returnees,Returnees,Adamawa,Data
face to face,9.80047,13.16682,Returnees,Returnees,Adamawa,Data
face to face,9.75547,13.24513,IDPs,IDPs Resettled,Adamawa,Data
face to face,9.75191,13.24733,IDPs,IDPs Resettled,Adamawa,Data
face to face,9.789649,13.107091,IDPs,IDPs Resettled,Adamawa,Data
face to face,9.747643,13.252196,IDPs,IDPs Resettled,Adamawa,Data
face to face,9.95491,13.22628,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,9.92446,13.23426,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,9.92212,13.23639,Returnees,Returnees,Adamawa,Data
face to face,9.92448,13.23424,Returnees,Returnees,Adamawa,Data
face to face,9.92184,13.23586,Returnees,Returnees,Adamawa,Data
face to face,8.9569,12.06079,Returnees,Returnees,Adamawa,Data
face to face,8.95706,12.06085,IDPs,IDPs in camp,Adamawa,Data
face to face,9.08972,12.05672,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,9.05969,12.053911,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,9.05745,12.05904,Returnees,Returnees,Adamawa,Data
face to face,8.96154,11.90473,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,8.76594,11.92682,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,10.56825,13.32524,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,10.56836,13.32318,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,10.557268,13.35597,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,10.5673,13.32079,Returnees,Returnees,Adamawa,Data
face to face,10.56819,13.32314,Returnees,Returnees,Adamawa,Data
face to face,10.5781,13.28366,Returnees,Returnees,Adamawa,Data
face to face,10.5781,13.28366,Returnees,Returnees,Adamawa,Data
face to face,10.62452,13.415081,Returnees,Returnees,Adamawa,Data
face to face,10.59872,13.46015,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,10.66703,13.45394,Returnees,Returnees,Adamawa,Data
face to face,10.60581,13.45352,Returnees,Returnees,Adamawa,Data
face to face,10.62582,13.3905,Returnees,Returnees,Adamawa,Data
face to face,10.62402,13.48917,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,10.64671,13.45984,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,10.62404,13.48919,Returnees,Returnees,Adamawa,Data
face to face,10.6483,13.45969,Returnees,Returnees,Adamawa,Data
face to face,10.6223,13.36751,Returnees,Returnees,Adamawa,Data
face to face,10.57754,13.33586,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,10.5291,13.33771,Returnees,Returnees,Adamawa,Data
face to face,10.57901,13.34211,Returnees,Returnees,Adamawa,Data
face to face,10.57688,13.338,Returnees,Returnees,Adamawa,Data
face to face,10.56901,13.32011,Returnees,Returnees,Adamawa,Data
face to face,10.5772,13.3372,Returnees,Returnees,Adamawa,Data
face to face,10.60415,13.34336,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,10.60683,13.36989,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,10.6473,13.29744,Returnees,Returnees,Adamawa,Data
face to face,10.60707,13.26726,Returnees,Returnees,Adamawa,Data
face to face,10.60412,13.34338,Returnees,Returnees,Adamawa,Data
face to face,10.60107,13.3714,Returnees,Returnees,Adamawa,Data
face to face,10.6239,13.38323,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,10.61092,13.3873,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,10.62089,13.39221,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,10.61746,13.39301,Returnees,Returnees,Adamawa,Data
face to face,10.62391,13.38321,Returnees,Returnees,Adamawa,Data
face to face,10.62821,13.3839,Returnees,Returnees,Adamawa,Data
face to face,10.62699,13.3869,Returnees,Returnees,Adamawa,Data
face to face,10.6225,13.39078,Returnees,Returnees,Adamawa,Data
face to face,10.63806,13.38628,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,10.63057,13.39048,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,10.62383,13.39243,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,10.6355,13.39046,Returnees,Returnees,Adamawa,Data
face to face,10.63808,13.38626,Returnees,Returnees,Adamawa,Data
face to face,10.6238,13.39245,Returnees,Returnees,Adamawa,Data
face to face,10.623254,13.392462,Returnees,Returnees,Adamawa,Data
face to face,10.63883,13.38896,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,10.6447,13.39394,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,10.63198,13.451,Returnees,Returnees,Adamawa,Data
face to face,10.6175,13.39558,Returnees,Returnees,Adamawa,Data
face to face,10.64778,13.44469,Returnees,Returnees,Adamawa,Data
face to face,10.64398,13.47369,Returnees,Returnees,Adamawa,Data
face to face,10.6385,13.38748,Returnees,Returnees,Adamawa,Data
face to face,10.62732,13.41692,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,10.6349,13.40461,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,10.6221,13.4029,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,10.63067,13.39964,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,10.62115,13.40272,Returnees,Returnees,Adamawa,Data
face to face,10.62808,13.39501,Returnees,Returnees,Adamawa,Data
face to face,10.63451,13.40963,Returnees,Returnees,Adamawa,Data
face to face,10.62731,13.45021,Returnees,Returnees,Adamawa,Data
face to face,10.60541,13.39573,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,10.60543,13.39575,Returnees,Returnees,Adamawa,Data
face to face,10.62775,13.38132,Returnees,Returnees,Adamawa,Data
face to face,10.6455,13.55233,Returnees,Returnees,Adamawa,Data
face to face,10.6117,13.49811,Returnees,Returnees,Adamawa,Data
face to face,10.6404,13.54277,Returnees,Returnees,Adamawa,Data
face to face,10.6215,13.48651,Returnees,Returnees,Adamawa,Data
face to face,10.5575,13.50259,Returnees,Returnees,Adamawa,Data
face to face,10.54597,13.28178,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,10.59362,13.28015,Returnees,Returnees,Adamawa,Data
face to face,10.54049,13.28783,Returnees,Returnees,Adamawa,Data
face to face,10.5103,13.28062,Returnees,Returnees,Adamawa,Data
face to face,10.531,13.27846,Returnees,Returnees,Adamawa,Data
face to face,10.56721,13.32276,Returnees,Returnees,Adamawa,Data
face to face,10.461,13.41799,Returnees,Returnees,Adamawa,Data
face to face,10.4705,13.41948,Returnees,Returnees,Adamawa,Data
face to face,10.46903,13.39431,Returnees,Returnees,Adamawa,Data
face to face,10.47101,13.41943,Returnees,Returnees,Adamawa,Data
face to face,10.642,13.3554,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,10.4695,13.39298,Returnees,Returnees,Adamawa,Data
face to face,10.64899,13.3356,Returnees,Returnees,Adamawa,Data
face to face,10.46829,13.38489,Returnees,Returnees,Adamawa,Data
face to face,10.459876,13.4182585,Returnees,Returnees,Adamawa,Data
face to face,10.55461,13.39011,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,10.54098,13.35897,Returnees,Returnees,Adamawa,Data
face to face,10.55634,13.38675,Returnees,Returnees,Adamawa,Data
face to face,10.60191,13.38287,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,10.60197,13.38291,Returnees,Returnees,Adamawa,Data
face to face,10.25627,13.27545,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,10.416835,13.305611,Returnees,Returnees,Adamawa,Data
face to face,10.433022,13.302859,Returnees,Returnees,Adamawa,Data
face to face,10.430096,13.310169,Returnees,Returnees,Adamawa,Data
face to face,10.430806,13.301407,Returnees,Returnees,Adamawa,Data
face to face,10.50132,13.32351,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,10.50134,13.32353,Returnees,Returnees,Adamawa,Data
face to face,10.471265,13.283006,Returnees,Returnees,Adamawa,Data
face to face,10.28789,13.260063,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,10.3286,13.27237,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,10.31312,13.268207,Returnees,Returnees,Adamawa,Data
face to face,10.294721,13.268863,Returnees,Returnees,Adamawa,Data
face to face,10.26688,13.27368,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,10.2668,13.27452,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,10.269279,13.274965,Returnees,Returnees,Adamawa,Data
face to face,10.269155,13.262582,Returnees,Returnees,Adamawa,Data
face to face,10.2783,13.25547,Returnees,Returnees,Adamawa,Data
face to face,10.28012,13.25476,Returnees,Returnees,Adamawa,Data
face to face,10.27701,13.27183,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,10.272545,13.277742,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,10.275171,13.293501,Returnees,Returnees,Adamawa,Data
face to face,10.27388,13.277729,Returnees,Returnees,Adamawa,Data
face to face,10.269153,13.282311,Returnees,Returnees,Adamawa,Data
face to face,10.269951,13.279579,Returnees,Returnees,Adamawa,Data
face to face,10.2751,13.2751,Returnees,Returnees,Adamawa,Data
face to face,10.277576,13.265501,Returnees,Returnees,Adamawa,Data
face to face,10.43959,13.23967,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,10.414307,13.236701,Returnees,Returnees,Adamawa,Data
face to face,10.4412,13.23956,Returnees,Returnees,Adamawa,Data
face to face,10.35792,13.36867,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,10.41322,13.422618,Returnees,Returnees,Adamawa,Data
face to face,10.404296,13.416618,Returnees,Returnees,Adamawa,Data
face to face,10.416087,13.429922,Returnees,Returnees,Adamawa,Data
face to face,10.359531,13.362309,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,10.358587,13.375794,Returnees,Returnees,Adamawa,Data
face to face,10.357542,13.362733,Returnees,Returnees,Adamawa,Data
face to face,10.26271,13.269891,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,10.26584,13.26986,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,10.26818,13.27017,Returnees,Returnees,Adamawa,Data
face to face,10.270386,13.272628,Returnees,Returnees,Adamawa,Data
face to face,10.32901,13.31158,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,10.346917,13.324555,Returnees,Returnees,Adamawa,Data
face to face,10.327447,13.307778,Returnees,Returnees,Adamawa,Data
face to face,10.26994,13.25274,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,10.26445,13.26264,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,10.26991,13.26267,Returnees,Returnees,Adamawa,Data
face to face,10.274455,13.253311,Returnees,Returnees,Adamawa,Data
remotely  phone call,10.19277,13.406257,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,10.19954,13.40141,Returnees,Returnees,Adamawa,Data
face to face,10.12945,13.36066,Returnees,Returnees,Adamawa,Data
face to face,10.132,13.3604,Returnees,Returnees,Adamawa,Data
face to face,10.19271,13.4062,Returnees,Returnees,Adamawa,Data
remotely  phone call,10.13212,13.3607,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,10.13194,13.36054,Returnees,Returnees,Adamawa,Data
face to face,10.13431,13.3392,Returnees,Returnees,Adamawa,Data
face to face,10.14285,13.41233,Returnees,Returnees,Adamawa,Data
remotely  phone call,10.16104,13.29991,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
remotely  phone call,10.15574,13.3008,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
remotely  phone call,10.15549,13.30251,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,10.157115,13.290928,Returnees,Returnees,Adamawa,Data
face to face,10.1547049,13.2880179,Returnees,Returnees,Adamawa,Data
face to face,10.173289,13.367819,Returnees,Returnees,Adamawa,Data
face to face,10.15885,13.299061,Returnees,Returnees,Adamawa,Data
face to face,10.15928,13.299138,Returnees,Returnees,Adamawa,Data
face to face,10.197661,13.3085,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,10.197649,13.30848,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,10.2627,13.2862,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,10.2559,13.29719,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,10.1976,13.30556,Returnees,Returnees,Adamawa,Data
face to face,10.127,13.36739,Returnees,Returnees,Adamawa,Data
face to face,10.19916,13.36737,Returnees,Returnees,Adamawa,Data
face to face,10.26296,13.28624,Returnees,Returnees,Adamawa,Data
remotely  phone call,10.10362,13.316652,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
remotely  phone call,10.09859,13.31881,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,10.17312,13.37011,Returnees,Returnees,Adamawa,Data
face to face,10.09857,13.31883,Returnees,Returnees,Adamawa,Data
face to face,10.10349,13.316648,Returnees,Returnees,Adamawa,Data
face to face,10.1036,13.31662,Returnees,Returnees,Adamawa,Data
face to face,10.2684,13.2409,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,10.26644,13.25266,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,10.25057,13.26182,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,10.26193,13.26277,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,10.26862,13.25486,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,10.26611,13.24111,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,10.268787,13.253309,Returnees,Returnees,Adamawa,Data
face to face,10.2303465,13.2554543,Returnees,Returnees,Adamawa,Data
face to face,10.20719,13.2514,Returnees,Returnees,Adamawa,Data
face to face,10.26184,13.26176,Returnees,Returnees,Adamawa,Data
remotely  phone call,10.267485,13.26874,Returnees,Returnees,Adamawa,Data
face to face,10.25651,13.26792,Returnees,Returnees,Adamawa,Data
face to face,10.21353,13.228116,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,10.21387,13.22889,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,10.20866,13.22875,Returnees,Returnees,Adamawa,Data
face to face,10.24056,13.24985,Returnees,Returnees,Adamawa,Data
face to face,10.21376,13.22877,Returnees,Returnees,Adamawa,Data
face to face,10.13714,13.36795,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,10.1294,13.36167,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,10.17317,13.36789,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,10.1307,13.36116,Returnees,Returnees,Adamawa,Data
face to face,10.19401,13.3021,Returnees,Returnees,Adamawa,Data
face to face,10.17304,13.3687,Returnees,Returnees,Adamawa,Data
face to face,10.12947,13.36166,Returnees,Returnees,Adamawa,Data
face to face,10.17307,13.34407,Returnees,Returnees,Adamawa,Data
face to face,10.19917,13.30763,Returnees,Returnees,Adamawa,Data
face to face,10.257562,13.28035,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,10.26269,13.26988,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,10.26667,13.24037,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,10.264825,13.23973,Returnees,Returnees,Adamawa,Data
face to face,10.25036,13.27336,Returnees,Returnees,Adamawa,Data
face to face,10.26198,13.266478,Returnees,Returnees,Adamawa,Data
face to face,10.26636,13.25247,Returnees,Returnees,Adamawa,Data
face to face,10.258932,13.270144,Returnees,Returnees,Adamawa,Data
remotely  phone call,10.16764,13.2985,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,10.131,13.36087,Returnees,Returnees,Adamawa,Data
face to face,10.13067,13.35516,Returnees,Returnees,Adamawa,Data
face to face,10.16755,13.29936,Returnees,Returnees,Adamawa,Data
face to face,9.59699,12.04453,IDPs,IDPs Resettled,Adamawa,Data
face to face,9.61373,12.04637,IDPs,IDPs Resettled,Adamawa,Data
face to face,9.46336,11.68054,Returnees,Returnees,Adamawa,Data
face to face,9.46703,11.67607,Returnees,Returnees,Adamawa,Data
face to face,9.46426,11.67115,Returnees,Returnees,Adamawa,Data
face to face,9.46354,11.68051,IDPs,IDPs Resettled,Adamawa,Data
face to face,9.467,11.67595,IDPs,IDPs Resettled,Adamawa,Data
face to face,9.46568,11.67768,IDPs,IDPs Resettled,Adamawa,Data
face to face,9.48757,12.01475,IDPs,IDPs Resettled,Adamawa,Data
face to face,9.47556,11.98333,Returnees,Returnees,Adamawa,Data
face to face,9.45475,11.93005,Returnees,Returnees,Adamawa,Data
face to face,9.4399,11.90549,Returnees,Returnees,Adamawa,Data
face to face,9.44891,11.90296,Returnees,Returnees,Adamawa,Data
face to face,9.4592,11.91693,Returnees,Returnees,Adamawa,Data
face to face,9.47557,11.98331,IDPs,IDPs Resettled,Adamawa,Data
face to face,9.4547,11.92998,IDPs,IDPs Resettled,Adamawa,Data
face to face,9.4398,11.90548,IDPs,IDPs Resettled,Adamawa,Data
face to face,9.44868,11.90283,IDPs,IDPs Resettled,Adamawa,Data
face to face,9.45914,11.91656,IDPs,IDPs Resettled,Adamawa,Data
face to face,9.45781,12.03361,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,9.45723,12.03382,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,9.46062,12.03445,Returnees,Returnees,Adamawa,Data
face to face,9.45725,12.03384,Returnees,Returnees,Adamawa,Data
face to face,9.4578,12.03532,Returnees,Returnees,Adamawa,Data
face to face,9.45973,12.02174,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,9.46574,12.02687,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,9.46957,12.02838,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,9.46211,12.02781,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,9.45933,12.02419,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,9.46955,12.02585,Returnees,Returnees,Adamawa,Data
face to face,9.46576,12.02689,Returnees,Returnees,Adamawa,Data
face to face,9.45976,12.02175,Returnees,Returnees,Adamawa,Data
face to face,9.46915,12.02173,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,9.46577,12.02846,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,9.46913,12.02844,Returnees,Returnees,Adamawa,Data
face to face,9.46575,12.0301,Returnees,Returnees,Adamawa,Data
face to face,9.4442,12.02333,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,9.44983,12.0331,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,9.45521,12.03767,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,9.44728,12.02015,Returnees,Returnees,Adamawa,Data
face to face,9.45523,12.03769,Returnees,Returnees,Adamawa,Data
face to face,9.44783,12.03308,Returnees,Returnees,Adamawa,Data
face to face,9.4444,12.02331,Returnees,Returnees,Adamawa,Data
face to face,10.00297,12.05694,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,9.97057,12.04819,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,9.97012,12.05089,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,9.69566,12.02863,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,9.80306,12.05632,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,9.821222,12.056195,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,9.801222,12.056182,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,9.98849,12.08854,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,9.98229,12.01466,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
